ID,logTime,lidarDistance,setPoint,difference,upMotor,,throttleMotor,yawMotor,servoDoor,p_up,isMicroPython,i_up,d_up,p_throttle,i_throttle,d_throttle,p_yaw,i_yaw,d_yaw,scalar_up,scalar_yaw,scalar_throttle,error_rounding_up,error_scaling_up,pid_min_up
242938,2022-11-08 13:07:20.037,1487,550,-937,1,,0,0.138129,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242939,2022-11-08 13:07:20.263,1487,550,-937,1,,0,0.138086,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242940,2022-11-08 13:07:20.473,1487,550,-937,1,,0,0.138133,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242941,2022-11-08 13:07:20.683,1486,550,-936,1,,0,0.138379,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242942,2022-11-08 13:07:20.887,1487,550,-937,1,,0,0.137311,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242943,2022-11-08 13:07:21.087,1488,550,-938,1,,0,0.137524,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242944,2022-11-08 13:07:21.287,1486,550,-936,1,,0,0.138612,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242945,2022-11-08 13:07:21.490,1485,550,-935,1,,0,0.137959,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242946,2022-11-08 13:07:21.693,1485,550,-935,1,,0,-0.106167,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242947,2022-11-08 13:07:21.907,1486,550,-936,1,,0,0.245341,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242948,2022-11-08 13:07:22.113,1488,550,-938,1,,0,0.142284,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242949,2022-11-08 13:07:22.313,1487,550,-937,1,,0,0.138149,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242950,2022-11-08 13:07:22.503,1488,550,-938,1,,0,0.139763,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242951,2022-11-08 13:07:22.707,1488,550,-938,1,,0,0.137163,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242952,2022-11-08 13:07:22.907,1487,550,-937,1,,0,0.140564,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242953,2022-11-08 13:07:23.107,1488,550,-938,1,,0,0.136642,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242954,2022-11-08 13:07:23.333,1489,550,-939,1,,0,0.138469,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242955,2022-11-08 13:07:23.507,1487,550,-937,1,,0,0.140108,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242956,2022-11-08 13:07:23.710,1485,550,-935,1,,0,0.137119,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242957,2022-11-08 13:07:23.927,1486,550,-936,1,,0,0.141628,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242958,2022-11-08 13:07:24.133,1487,550,-937,1,,0,0.136528,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242959,2022-11-08 13:07:24.337,1486,550,-936,1,,0,0.140193,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242960,2022-11-08 13:07:24.527,1486,550,-936,1,,0,0.138202,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242961,2022-11-08 13:07:24.727,1486,550,-936,1,,0,0.139755,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242962,2022-11-08 13:07:24.987,1486,550,-936,1,,0,0.14398,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242963,2022-11-08 13:07:25.163,1485,550,-935,1,,0,0.136631,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242964,2022-11-08 13:07:25.343,1487,550,-937,1,,0,0.140693,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242965,2022-11-08 13:07:25.547,1487,550,-937,1,,0,0.139689,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242966,2022-11-08 13:07:25.747,1488,550,-938,1,,0,0.140487,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242967,2022-11-08 13:07:25.963,1486,550,-936,1,,0,0.1382,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242968,2022-11-08 13:07:26.143,1487,550,-937,1,,0,0.140811,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242969,2022-11-08 13:07:26.343,1487,550,-937,1,,0,0.140086,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242970,2022-11-08 13:07:26.553,1484,550,-934,1,,0,0.140106,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242971,2022-11-08 13:07:26.763,1486,550,-936,1,,0,0.140442,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242972,2022-11-08 13:07:26.967,1485,550,-935,1,,0,0.140366,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242973,2022-11-08 13:07:27.163,1487,550,-937,1,,0,0.140902,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242974,2022-11-08 13:07:27.363,1485,550,-935,1,,0,0.13817,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242975,2022-11-08 13:07:27.567,1488,550,-938,1,,0,0.14079,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242976,2022-11-08 13:07:27.770,1485,550,-935,1,,0,-0.104456,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242977,2022-11-08 13:07:27.990,1485,550,-935,1,,0,0.245892,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242978,2022-11-08 13:07:28.203,1483,550,-933,1,,0,0.144362,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242979,2022-11-08 13:07:28.383,1485,550,-935,1,,0,0.139346,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242980,2022-11-08 13:07:28.583,1487,550,-937,1,,0,0.141223,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242981,2022-11-08 13:07:28.783,1485,550,-935,1,,0,0.140594,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242982,2022-11-08 13:07:29.020,1488,550,-938,1,,0,0.140627,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242983,2022-11-08 13:07:29.223,1488,550,-938,1,,0,0.140677,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242984,2022-11-08 13:07:29.427,1486,550,-936,1,,0,0.138079,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242985,2022-11-08 13:07:29.630,1485,550,-935,1,,0,0.141146,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242986,2022-11-08 13:07:29.807,1487,550,-937,1,,0,0.140406,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242987,2022-11-08 13:07:30.023,1487,550,-937,1,,0,0.140428,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242988,2022-11-08 13:07:30.227,1487,550,-937,1,,0,0.140281,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242989,2022-11-08 13:07:30.423,1490,550,-940,1,,0,0.139835,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242990,2022-11-08 13:07:30.623,1487,550,-937,1,,0,0.14046,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242991,2022-11-08 13:07:30.823,1486,550,-936,1,,0,0.140382,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242992,2022-11-08 13:07:31.040,1486,550,-936,1,,0,0.140903,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242993,2022-11-08 13:07:31.247,1600,550,-1050,1,,0,0.14074,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242994,2022-11-08 13:07:31.450,1485,550,-935,1,,0,-0.104399,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242995,2022-11-08 13:07:31.643,1487,550,-937,1,,0,0.257703,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242996,2022-11-08 13:07:31.843,1487,550,-937,1,,0,0.145525,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242997,2022-11-08 13:07:32.067,1487,550,-937,1,,0,0.141293,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242998,2022-11-08 13:07:32.250,1486,550,-936,1,,0,0.140674,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
242999,2022-11-08 13:07:32.467,1486,550,-936,1,,0,0.139849,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243000,2022-11-08 13:07:32.663,1488,550,-938,1,,0,0.141199,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243001,2022-11-08 13:07:32.863,1487,550,-937,1,,0,0.141784,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243002,2022-11-08 13:07:33.067,1485,550,-935,1,,0,-0.10504,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243003,2022-11-08 13:07:33.283,1485,550,-935,1,,0,0.246709,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243004,2022-11-08 13:07:33.507,1486,550,-936,1,,0,0.144544,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243005,2022-11-08 13:07:33.703,1484,550,-934,1,,0,0.141038,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243006,2022-11-08 13:07:33.880,1485,550,-935,1,,0,0.140947,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243007,2022-11-08 13:07:34.103,1488,550,-938,1,,0,0.141465,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243008,2022-11-08 13:07:34.303,1488,550,-938,1,,0,0.141403,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243009,2022-11-08 13:07:34.503,1487,550,-937,1,,0,0.140808,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243010,2022-11-08 13:07:34.707,1487,550,-937,1,,0,0.141331,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243011,2022-11-08 13:07:34.907,1486,550,-936,1,,0,0.141006,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243012,2022-11-08 13:07:35.103,1487,550,-937,1,,0,0.14119,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243013,2022-11-08 13:07:35.320,1485,550,-935,1,,0,0.141626,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243014,2022-11-08 13:07:35.517,1487,550,-937,1,,0,0.142122,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243015,2022-11-08 13:07:35.700,1486,550,-936,1,,0,0.14127,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243016,2022-11-08 13:07:35.903,1487,550,-937,1,,0,-0.102421,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243017,2022-11-08 13:07:36.110,1488,550,-938,1,,0,0.257074,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243018,2022-11-08 13:07:36.310,1487,550,-937,1,,0,0.145851,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243019,2022-11-08 13:07:36.503,1485,550,-935,1,,0,0.141665,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243020,2022-11-08 13:07:36.713,1485,550,-935,1,,0,0.141552,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243021,2022-11-08 13:07:36.903,1485,550,-935,1,,0,0.14219,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243022,2022-11-08 13:07:37.163,1485,550,-935,1,,0,0.141968,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243023,2022-11-08 13:07:37.343,1485,550,-935,1,,0,0.142005,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243024,2022-11-08 13:07:37.567,1486,550,-936,1,,0,0.141591,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243025,2022-11-08 13:07:37.777,1486,550,-936,1,,0,0.141853,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243026,2022-11-08 13:07:37.963,1486,550,-936,1,,0,0.141908,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243027,2022-11-08 13:07:38.137,1486,550,-936,1,,0,0.14195,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243028,2022-11-08 13:07:38.360,1490,550,-940,1,,0,0.141555,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243029,2022-11-08 13:07:38.563,1600,550,-1050,1,,0,0.141801,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243030,2022-11-08 13:07:38.773,1486,550,-936,1,,0,0.141859,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243031,2022-11-08 13:07:38.947,1486,550,-936,1,,0,0.142732,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243032,2022-11-08 13:07:39.183,1488,550,-938,1,,0,0.14292,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243033,2022-11-08 13:07:39.380,1488,550,-938,1,,0,0.141939,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243034,2022-11-08 13:07:39.583,1488,550,-938,1,,0,0.142448,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243035,2022-11-08 13:07:39.760,1486,550,-936,1,,0,0.14246,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243036,2022-11-08 13:07:40.010,1486,550,-936,1,,0,0.142519,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243037,2022-11-08 13:07:40.207,1488,550,-938,1,,0,0.142667,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243038,2022-11-08 13:07:40.403,1485,550,-935,1,,0,0.143454,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243039,2022-11-08 13:07:40.603,1488,550,-938,1,,0,0.142347,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243040,2022-11-08 13:07:40.780,1485,550,-935,1,,0,0.142748,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243041,2022-11-08 13:07:41.017,1485,550,-935,1,,0,0.1431,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243042,2022-11-08 13:07:41.200,1488,550,-938,1,,0,0.143024,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243043,2022-11-08 13:07:41.407,1487,550,-937,1,,0,0.142872,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243044,2022-11-08 13:07:41.610,1487,550,-937,1,,0,0.142623,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243045,2022-11-08 13:07:41.807,1486,550,-936,1,,0,0.142861,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243046,2022-11-08 13:07:42.003,1486,550,-936,1,,0,0.142918,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243047,2022-11-08 13:07:42.207,1487,550,-937,1,,0,0.143849,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243048,2022-11-08 13:07:42.410,1487,550,-937,1,,0,0.143485,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243049,2022-11-08 13:07:42.603,1488,550,-938,1,,0,0.143617,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243050,2022-11-08 13:07:42.797,1486,550,-936,1,,0,0.143618,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243051,2022-11-08 13:07:43.027,1486,550,-936,1,,0,0.143669,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243052,2022-11-08 13:07:43.210,1485,550,-935,1,,0,0.14372,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243053,2022-11-08 13:07:43.420,1485,550,-935,1,,0,0.143769,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243054,2022-11-08 13:07:43.640,1489,550,-939,1,,0,0.143376,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243055,2022-11-08 13:07:43.813,1489,550,-939,1,,0,0.143611,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243056,2022-11-08 13:07:44.033,1489,550,-939,1,,0,0.143674,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243057,2022-11-08 13:07:44.227,1489,550,-939,1,,0,0.143137,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243058,2022-11-08 13:07:44.437,1483,550,-933,1,,0,0.144542,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243059,2022-11-08 13:07:44.627,1487,550,-937,1,,0,0.144094,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243060,2022-11-08 13:07:44.827,1487,550,-937,1,,0,0.144125,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243061,2022-11-08 13:07:45.080,1487,550,-937,1,,0,0.143132,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243062,2022-11-08 13:07:45.250,1487,550,-937,1,,0,0.143608,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243063,2022-11-08 13:07:45.480,1487,550,-937,1,,0,0.14396,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243064,2022-11-08 13:07:45.680,1487,550,-937,1,,0,0.143893,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243065,2022-11-08 13:07:45.893,1489,550,-939,1,,0,0.143941,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243066,2022-11-08 13:07:46.050,1489,550,-939,1,,0,0.144659,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243067,2022-11-08 13:07:46.303,1487,550,-937,1,,0,0.144354,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243068,2022-11-08 13:07:46.507,1487,550,-937,1,,0,0.144394,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243069,2022-11-08 13:07:46.703,1485,550,-935,1,,0,0.143563,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243070,2022-11-08 13:07:46.863,1487,550,-937,1,,0,0.144013,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243071,2022-11-08 13:07:47.107,1487,550,-937,1,,0,0.144364,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243072,2022-11-08 13:07:47.307,1485,550,-935,1,,0,0.144592,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243073,2022-11-08 13:07:47.503,1487,550,-937,1,,0,0.144891,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243074,2022-11-08 13:07:47.707,1487,550,-937,1,,0,0.144358,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243075,2022-11-08 13:07:47.910,1488,550,-938,1,,0,0.144096,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243076,2022-11-08 13:07:48.113,1488,550,-938,1,,0,0.145953,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243077,2022-11-08 13:07:48.303,1487,550,-937,1,,0,0.144098,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243078,2022-11-08 13:07:48.507,1486,550,-936,1,,0,0.144967,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243079,2022-11-08 13:07:48.700,1488,550,-938,1,,0,0.144506,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243080,2022-11-08 13:07:48.903,1487,550,-937,1,,0,0.145423,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243081,2022-11-08 13:07:49.103,1486,550,-936,1,,0,0.145843,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243082,2022-11-08 13:07:49.307,1485,550,-935,1,,0,0.145558,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243083,2022-11-08 13:07:49.553,1486,550,-936,1,,0,0.144605,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243084,2022-11-08 13:07:49.740,1487,550,-937,1,,0,0.145086,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243085,2022-11-08 13:07:49.947,1487,550,-937,1,,0,0.145153,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243086,2022-11-08 13:07:50.163,1488,550,-938,1,,0,0.144833,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243087,2022-11-08 13:07:50.327,1486,550,-936,1,,0,0.145698,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243088,2022-11-08 13:07:50.543,1486,550,-936,1,,0,0.145792,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243089,2022-11-08 13:07:50.743,1487,550,-937,1,,0,0.145073,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243090,2022-11-08 13:07:50.960,1487,550,-937,1,,0,0.145398,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243091,2022-11-08 13:07:51.167,1487,550,-937,1,,0,0.145459,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243092,2022-11-08 13:07:51.367,1488,550,-938,1,,0,0.145705,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243093,2022-11-08 13:07:51.560,1486,550,-936,1,,0,0.146153,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243094,2022-11-08 13:07:51.763,1488,550,-938,1,,0,0.145969,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243095,2022-11-08 13:07:51.980,1488,550,-938,1,,0,0.145168,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243096,2022-11-08 13:07:52.183,1485,550,-935,1,,0,0.14648,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243097,2022-11-08 13:07:52.390,1484,550,-934,1,,0,0.144561,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243098,2022-11-08 13:07:52.590,1485,550,-935,1,,0,0.146709,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243099,2022-11-08 13:07:52.783,1487,550,-937,1,,0,0.146139,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243100,2022-11-08 13:07:53.000,1487,550,-937,1,,0,0.145889,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243101,2022-11-08 13:07:53.203,1486,550,-936,1,,0,0.146359,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243102,2022-11-08 13:07:53.407,1485,550,-935,1,,0,0.146079,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243103,2022-11-08 13:07:53.607,1488,550,-938,1,,0,0.146118,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243104,2022-11-08 13:07:53.777,1489,550,-939,1,,0,0.146211,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243105,2022-11-08 13:07:54.007,1489,550,-939,1,,0,0.146269,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243106,2022-11-08 13:07:54.210,1487,550,-937,1,,0,0.14583,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243107,2022-11-08 13:07:54.407,1488,550,-938,1,,0,-0.0979934,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243108,2022-11-08 13:07:54.600,1486,550,-936,1,,0,0.263021,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243109,2022-11-08 13:07:54.800,1486,550,-936,1,,0,0.15137,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243110,2022-11-08 13:07:55.010,1486,550,-936,1,,0,0.146891,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243111,2022-11-08 13:07:55.240,1488,550,-938,1,,0,0.146785,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243112,2022-11-08 13:07:55.400,1488,550,-938,1,,0,0.146821,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243113,2022-11-08 13:07:55.650,1486,550,-936,1,,0,0.146244,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243114,2022-11-08 13:07:55.810,1600,550,-1050,1,,0,0.146558,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243115,2022-11-08 13:07:56.027,1600,550,-1050,1,,0,0.146625,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243116,2022-11-08 13:07:56.220,1489,550,-939,1,,0,0.147067,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243117,2022-11-08 13:07:56.420,1486,550,-936,1,,0,0.146835,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243118,2022-11-08 13:07:56.627,1485,550,-935,1,,0,0.146925,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243119,2022-11-08 13:07:56.880,1486,550,-936,1,,0,0.146725,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243120,2022-11-08 13:07:57.087,1486,550,-936,1,,0,0.146885,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243121,2022-11-08 13:07:57.297,1486,550,-936,1,,0,0.14694,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243122,2022-11-08 13:07:57.483,1488,550,-938,1,,0,0.147088,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243123,2022-11-08 13:07:57.687,1487,550,-937,1,,0,0.14827,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243124,2022-11-08 13:07:57.893,1486,550,-936,1,,0,0.147765,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243125,2022-11-08 13:07:58.107,1486,550,-936,1,,0,0.146352,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243126,2022-11-08 13:07:58.303,1488,550,-938,1,,0,0.147069,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243127,2022-11-08 13:07:58.503,1600,550,-1050,1,,0,0.147145,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243128,2022-11-08 13:07:58.703,1487,550,-937,1,,0,0.146803,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
243129,2022-11-08 13:07:58.907,1486,550,-936,1,,0,0.147136,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
